drift_family,estimator,trial,beta,sign_error,mse,entropy_final,sign_prob_final
ou,xy_snapshot,41,1.0,0.14,0.29757175847632195,0.5359190914650946,0.8777060191674066
ou,xy_snapshot,42,1.0,0.13,0.09967779251694141,0.0005876215498289958,0.9999637108736306
ou,xy_snapshot,43,1.0,0.07,0.1804509443659309,0.003038003300364941,0.9997760781951184
ou,xy_snapshot,44,1.0,0.09,0.17200432953077943,0.8754542188270884,0.29528778492141333
ou,xy_snapshot,45,1.0,0.2,0.0929952770785223,0.9780596037047011,0.4130210587928335
ou,xy_snapshot,46,1.0,0.34,0.11545547628984063,0.00017905324045354188,0.9999900884713642
ou,xy_snapshot,47,1.0,0.08,0.2877644948961234,0.619121934928363,0.8462596420274764
ou,xy_snapshot,48,1.0,0.07,0.14107951489604514,0.0071467426287128,0.999413087138327
ou,xy_snapshot,49,1.0,0.13,0.1747105914474153,0.9172673555528427,0.6676917325816455
ou,xy_snapshot,50,1.0,0.22,0.1197673599787073,0.910720615615707,0.3259363904444106
ou,xy_snapshot,51,1.0,0.09,0.0809784127377746,0.6129628872798584,0.848748683069677
ou,xy_snapshot,52,1.0,0.1,0.24398650869453462,0.1009961799520918,0.9868534680092745
ou,xy_snapshot,53,1.0,0.1,0.09719713549106464,0.003851463051627321,0.9997078579027651
ou,xy_snapshot,54,1.0,0.05,0.7149450928395293,0.6460535426187182,0.16496386695065343
ou,xy_snapshot,55,1.0,0.16,0.19101579371685015,0.9991920225429145,0.4832676550129137
